monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
1159.3,527.0,6794.0,1533359.0,1580642.0,0.970299032087855,0.0,8
1159.4,523.0,6790.0,1532522.0,1580642.0,0.969642962474449,0.0,8
1159.5,523.0,6790.0,1532522.0,1580642.0,0.969642962474449,0.0,8
1159.6,522.0,6789.0,1536630.0,1580642.0,0.9722640506216179,0.0,8
1159.7,518.0,6786.0,1533997.0,1580642.0,0.9705809434552948,0.0,8
1159.8,515.0,6779.0,1530488.0,1580642.0,0.9683420441591858,0.0,8
1159.9,510.0,6776.0,1527857.0,1580642.0,0.9666633482207241,0.0,8
1160.0,511.0,6774.0,1527278.0,1580642.0,0.9663180649020064,0.0,8
1160.1,512.0,6772.0,1528515.0,1580642.0,0.9671073263523589,0.0,8
1160.2,512.0,6772.0,1528515.0,1580642.0,0.9671073263523589,0.0,8
1160.3,507.0,6767.0,1533348.0,1580642.0,0.970024590377194,0.0,8
1160.4,515.0,6763.0,1531943.0,1580642.0,0.9691281373959935,0.0,8
1160.5,515.0,6763.0,1531943.0,1580642.0,0.9691281373959935,0.0,8
1160.6,517.0,6763.0,1532008.0,1580642.0,0.9691696103097145,0.0,8
1160.7,521.0,6763.0,1535653.0,1580642.0,0.9714952837022243,0.0,8
1160.8,520.0,6761.0,1531885.0,1580642.0,0.9690911307960577,0.0,8
1160.9,523.0,6759.0,1535561.0,1580642.0,0.9714365835781884,0.0,8
1161.0,518.0,6743.0,1532904.0,1580642.0,0.9698834383117131,0.0,8
1161.1,516.0,6743.0,1529666.0,1580642.0,0.9678174491635795,0.0,8
1161.2,517.0,6742.0,1525673.0,1580642.0,0.9652697361714556,0.0,8
1161.3,517.0,6736.0,1514265.0,1580642.0,0.9578399455640308,0.0,8
1161.4,511.0,6733.0,1510458.0,1580642.0,0.9554109089096315,0.0,8
1161.5,516.0,6733.0,1510527.0,1580642.0,0.9554549340026585,0.0,8
1161.6,515.0,6728.0,1515373.0,1580642.0,0.9585468992317677,0.0,8
1161.7,512.0,6728.0,1507552.0,1580642.0,0.9538616733717172,0.0,8
1161.8,513.0,6725.0,1507013.0,1580642.0,0.953517767210246,0.0,8
1161.9,509.0,6721.0,1515736.0,1580642.0,0.9590834322316077,0.0,8
1162.0,510.0,6714.0,1512451.0,1580642.0,0.9569874549766297,0.0,8
1162.1,513.0,6714.0,1513173.0,1580642.0,0.9574481233413463,0.0,8
1162.2,515.0,6714.0,1517017.0,1580642.0,0.9599007676543252,0.0,8
1162.3,513.0,6712.0,1521560.0,1580642.0,0.9626167936793917,0.0,8
1162.4,517.0,6709.0,1529094.0,1580642.0,0.9674238234020719,0.0,8
1162.5,517.0,6709.0,1529094.0,1580642.0,0.9674238234020719,0.0,8
1162.6,520.0,6709.0,1533854.0,1580642.0,0.9704609167761039,0.0,8
1162.7,521.0,6707.0,1534102.0,1580642.0,0.970462679995214,0.0,8
1162.8,524.0,6707.0,1537652.0,1580642.0,0.9727277391292085,0.0,8
1162.9,518.0,6695.0,1534065.0,1580642.0,0.9704390723366343,0.0,8
1163.0,519.0,6695.0,1538222.0,1580642.0,0.9730914246803005,0.0,8
1163.1,519.0,6694.0,1534605.0,1580642.0,0.9709308866065663,0.0,8
1163.2,519.0,6694.0,1534605.0,1580642.0,0.9709308866065663,0.0,8
1163.3,517.0,6690.0,1531245.0,1580642.0,0.9687870559896026,0.0,8
1163.4,519.0,6689.0,1535492.0,1580642.0,0.9713298557209933,0.0,8
1163.5,519.0,6689.0,1535492.0,1580642.0,0.9713298557209933,0.0,8
1163.6,521.0,6679.0,1528381.0,1580642.0,0.9667927189599128,0.0,8
1163.7,520.0,6676.0,1517009.0,1580642.0,0.9595368731932127,0.0,8
1163.8,520.0,6676.0,1517009.0,1580642.0,0.9595368731932127,0.0,8
1163.9,523.0,6675.0,1520768.0,1580642.0,0.961935283695941,0.0,8
1164.0,522.0,6672.0,1520779.0,1580642.0,0.9619423021890322,0.0,8
1164.1,519.0,6668.0,1517520.0,1580642.0,0.9598596568130924,0.0,8
1164.2,521.0,6666.0,1513993.0,1580642.0,0.9576092727101069,0.0,8
1164.3,519.0,6659.0,1522586.0,1580642.0,0.9630919919040265,0.0,8
1164.4,521.0,6655.0,1520902.0,1580642.0,0.9620147964388366,0.0,8
1164.5,521.0,6655.0,1520902.0,1580642.0,0.9620147964388366,0.0,8
